Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A694317,*ZOE,DOG,BLACK,WHITE,Female,2023-01-08,0.0,2023-03-07,NORMAL,STRAY,OTC,,2023-03-10,LEFT AT FRONT DOOR,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694359,*MARKY MARK,CAT,BRN TABBY,WHITE,Neutered,2021-03-08,2.0,2023-03-08,ILL MILD,STRAY,OTC,,2023-04-16,1800 BLK GARDENIA AVE LB CA 90806,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694361,*PIGGLET,DOG,BLACK,,Male,2022-12-09,0.0,2023-03-08,I/I REPORT,STRAY,OTC,,2023-03-09,NORWALK AND ARTESIA CERR CA 90701,CERRITOS,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A694362,OREO,DOG,BLACK,WHITE,Male,2022-03-08,1.0,2023-03-08,BEHAVIOR  SEVERE,OWNER SURRENDER,OTC,LANDLORD,2023-04-15,600 BLK JUNIPERO AVE LB CA 90814,LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A694372,,CAT,BLACK,WHITE,Unknown,2023-03-06,0.0,2023-03-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-09,"2100 W COLUMBIA ST, LONG BEACH, CA 90801",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694393,*SUZIE Q,DOG,BLACK,TAN,Female,2022-03-09,1.0,2023-03-09,NORMAL,STRAY,OTC,,2023-03-14,WARDLOW RD AND LB BLVD 90807,LONG BEACH,TRANSFER,,Alive on Intake,FALSE,1
A694403,,CAT,BRN TABBY,,Male,2017-03-09,6.0,2023-03-09,ILL SEVERE,STRAY,FIELD,,2023-03-09,1700 BLK ROSE AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A694422,KITTEN 3,CAT,BLACK,CALICO,Female,2023-03-10,0.0,2023-03-10,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-11,"5600 BLK LINDEN AVE. LONG BEACH, CA 90805",LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A694426,*PEARL,CAT,GRAY,,Female,2022-08-10,1.0,2023-03-10,NORMAL,STRAY,OTC,,2023-04-16,"13500 E CHARLWOOD CIR. CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694460,*FRITTS,CAT,ORG TABBY,,Neutered,2020-03-10,3.0,2023-03-10,FRACTIOUS,STRAY,FIELD,,2023-04-21,"1900 BLK E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A694562,RAMBO,DOG,BLACK,WHITE,Male,2021-03-11,2.0,2023-03-11,NORMAL,STRAY,FIELD,,2023-03-11,"2800 BLK ATLANTIC AVE, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A694565,*ROCKY,CAT,BRN TABBY,,Neutered,2022-03-17,1.0,2023-03-11,ILL MILD,STRAY,OTC,,2023-03-17,"400 BLK W OCEAN BLVD, LONG BEACH CA, 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A694572,,WILD,GRAY,,Unknown,,,2023-03-11,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-03-11,"1900 BLK E 53RD ST, LONG BEACH CA, 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A694574,,WILD,GRAY,,Unknown,,,2023-03-11,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2023-03-11,"1900 BLK E 53RD ST, LONG BEACH CA, 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A694641,,CAT,BRN TABBY,,Unknown,2023-03-12,0.0,2023-03-12,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-03-12,100 E LOUISE,LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A694671,SPARKY,DOG,BLACK,WHITE,Male,2022-12-14,0.0,2023-03-14,ILL SEVERE,OWNER SURRENDER,FIELD,,2023-03-30,"4700 BLK E PACIFIC COAST HWY, LB 90804",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A694685,*TEDDY,OTHER,BROWN,BLACK,Unknown,,,2023-03-15,INJURED  MILD,STRAY,OTC,,2023-03-15,2300 BLOCK BURNETT,SIGNAL HILL,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A694688,JACKIE KENNEDY,CAT,BLACK,WHITE,Female,2022-03-15,1.0,2023-03-15,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,,"3700 BLK OCANA AVE, LONG BEACH, CA 90808",LONG BEACH,,,Alive on Intake,FALSE,1
A694695,KING,DOG,BROWN,WHITE,Neutered,2022-12-15,0.0,2023-03-15,NORMAL,STRAY,OTC,,2023-04-02,OCEAN AND 2NDST,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A694704,*FIDGET,DOG,TAN,,Male,2013-03-15,10.0,2023-03-15,ILL MODERATETE,STRAY,OTC,,2023-03-23,"1600 BLK E. WILLOW ST, SIGNAL HILL, CA 90755",SIGNAL HILL,HOMEFIRST,,Alive on Intake,FALSE,1
A694723,YAMI,DOG,BROWN,BLACK,Female,2022-09-16,1.0,2023-03-16,NORMAL,OWNER SURRENDER,OTC,,2023-03-16,"33 BLK W BORT ST. LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A694726,PUNKIN,DOG,BLACK,BROWN,Female,2020-03-16,3.0,2023-03-16,NORMAL,OWNER SURRENDER,FIELD,,2023-03-24,"00 BLOCK W PLEASANT ST, LONG BEACH CA",LONG BEACH,RESCUE,PRCLSSPETS,Alive on Intake,FALSE,1
A694747,,DOG,WHITE,,Unknown,2023-03-15,0.0,2023-03-16,NORMAL,OWNER SURRENDER,FIELD,,2023-03-24,"00 BLOCK W PLEASANT ST, LONG BEACH CA",LONG BEACH,RESCUE,PRCLSSPETS,Alive on Intake,FALSE,1
A694748,,DOG,TAN,WHITE,Unknown,2023-03-15,0.0,2023-03-16,NORMAL,OWNER SURRENDER,FIELD,,2023-03-24,"00 BLOCK W PLEASANT ST, LONG BEACH CA",LONG BEACH,RESCUE,PRCLSSPETS,Alive on Intake,FALSE,1
A694801,TEDDY,DOG,BLACK,TAN,Male,2018-03-22,5.0,2023-03-17,NORMAL,STRAY,OTC,,2023-03-22,"1400 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A694811,*DESTINY KITTY 3,CAT,BLACK,WHITE,Spayed,2023-03-08,0.0,2023-03-17,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-18,"1300 BLK W. 17TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694819,*KITTEN 3,CAT,BLACK,WHITE,Neutered,2023-03-08,0.0,2023-03-17,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-18,"2300 BLK E. ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694863,*RED,DOG,RED,,Neutered,2021-03-18,2.0,2023-03-17,NORMAL,STRAY,OTC,,2023-04-01,"1700 BLK LONG BEACH BLVD, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A694877,HOBO,DOG,TAN,,Neutered,2022-03-25,1.0,2023-03-17,NORMAL,STRAY,OTC,,2023-03-25,"2600 BLK N. LAKEWOOD BLVD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A694905,*TOPAZ,CAT,BRN TABBY,,Neutered,2018-03-20,5.0,2023-03-18,ILL SEVERE,STRAY,OTC,,2023-03-24,"200 BLK ORCHID LN, LONG BEACH, CA 90805",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A694929,LOKI,DOG,BROWN,BLACK,Male,2017-07-01,6.0,2023-03-18,NORMAL,STRAY,OTC,,2023-03-19,"4400 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A694947,*MERLIN,REPTILE,GRAY TIGER,,Male,2020-09-18,3.0,2023-03-18,NORMAL,STRAY,OTC,,2023-03-22,"4400 BLK COUNTRY CLUB LN, LONG BEACH, CA 90807",LONG BEACH,RESCUE,TURTL RES,Alive on Intake,FALSE,1
A694966,*BOWSER,CAT,BLACK,WHITE,Neutered,2023-03-07,0.0,2023-03-19,FRACTIOUS,STRAY,OTC,,2023-03-19,1000 BLK E 12TH ST LB CA 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694967,*WENDI,CAT,GRAY,BLACK,Spayed,2023-03-07,0.0,2023-03-19,FRACTIOUS,STRAY,OTC,,2023-03-19,1000 BLK E 12TH ST LB CA 90813,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A694978,*ONION,CAT,WHITE,,Female,2023-03-18,0.0,2023-03-19,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-23,2400 HEATHER RD LB CA 90815,LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A695024,,CAT,WHITE,GRAY,Unknown,2023-02-20,0.0,2023-03-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-03-31,2600 E 15TH,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695025,*STORMY,CAT,BLACK,WHITE,Male,2023-02-20,0.0,2023-03-20,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-04-01,2600 E 15TH,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695029,*VERONICA,DOG,WHITE,TAN,Spayed,2022-03-20,1.0,2023-03-20,NORMAL,STRAY,FIELD,,2023-03-24,"1200 BLK PINE AVE, LB 90802",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A695075,*SILVER,CAT,GRAY TABBY,BLACK,Spayed,2023-03-19,0.0,2023-03-21,ILL SEVERE,STRAY,FIELD,,2023-03-22,"11200 FELSON ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695101,*LOLA,DOG,BLACK,CREAM,Spayed,2021-03-22,2.0,2023-05-06,NORMAL,OWNER SURRENDER,OTC,COST,2023-05-06,2700 BLK W STONYBROOK DR 92804,LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A695101,*LOLA,DOG,BLACK,CREAM,Spayed,2021-03-22,2.0,2023-04-09,NORMAL,RETURN,ADOPTION,OTHER PET,2023-04-09,1800 BLK CHESTNUT AVE LB CA 90806,LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A695116,*WINDY,CAT,BLACK,WHITE,Spayed,,,2023-03-22,NORMAL,STRAY,OTC,,2023-03-25,"3700 BLK PACIFIC AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A695147,*SADIE,DOG,TAN,BROWN,Female,2013-03-22,10.0,2023-03-22,NORMAL,STRAY,OTC,,2023-04-05,"1000 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695164,*BLACKIE LAWLESS,DOG,BLACK,,Male,2021-03-22,2.0,2023-03-22,NORMAL,STRAY,OTC,,2023-04-14,"900 BLK N. PARK CIRCLE DR, LONG BEACH, CA 90813",LONG BEACH,MISSING,IN FOSTER,Alive on Intake,FALSE,1
A695224,*ORANGE,DOG,FAWN,BLACK,Male,2023-02-09,0.0,2023-03-23,NORMAL,STRAY,BORN@SHELT,,2023-05-05,,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695225,EGGBERT MCPEANUT,DOG,FAWN,BLACK,Neutered,2023-02-09,0.0,2023-03-23,NORMAL,STRAY,BORN@SHELT,,2023-04-19,,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695249,*ORI KITTEN 3,CAT,BLACK,,Neutered,2023-03-20,0.0,2023-03-23,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-24,"1000 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695256,*MOUSE 3,OTHER,UNKNOWN,,Unknown,,,2023-03-23,UNDER AGE/WEIGHT,WILDLIFE,OTC,,2023-03-23,"3500 BLK N. LOS COYOTES DIAGONAL, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A695257,*MOUSE 4,OTHER,UNKNOWN,,Unknown,,,2023-03-23,UNDER AGE/WEIGHT,WILDLIFE,OTC,,2023-03-23,"3500 BLK N. LOS COYOTES DIAGONAL, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A695261,,WILD,GRAY,,Unknown,,,2023-03-23,INJURED  MILD,WILDLIFE,FIELD,,2023-03-24,"17100 BLK MAURICE AVE, CERRITOS CA, 90703",CERRITOS,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A695427,*HALSEY KITTEN 3,CAT,BRN TABBY,,Unknown,,,2023-03-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-24,7700 E SPRING ST,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695430,*HALSEY KITTEN 6,CAT,BRN TABBY,,Unknown,,,2023-03-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-24,7700 E SPRING ST,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695454,JAX,DOG,SILVER,BLACK,Male,2021-03-25,2.0,2023-03-25,NORMAL,STRAY,OTC,,2023-03-25,"300 BLK E. ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,Alive on Intake,FALSE,1
A695477,*SCARLETT,DOG,TAN,BLACK,Female,2018-03-25,5.0,2023-03-25,INJURED  MILD,STRAY,FIELD,,2023-07-09,3100 BLK OCANA AVE,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695515,,OTHER,WHITE,,Unknown,2022-09-25,0.0,2023-03-25,I/I REPORT,WELFARE SEIZED,OWNER DIED,,2023-03-29,103 NIETO,LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A695561,SULTAN,DOG,WHITE,BLACK,Male,,,2023-03-26,NORMAL,STRAY,FIELD,,2023-03-26,1700 BLK N STUDEBAKER RD,CERRITOS,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A695590,DUCK 2,BIRD,GRAY,YELLOW,Unknown,,,2023-03-27,NORMAL,WILDLIFE,FIELD,,2023-03-27,"800 SEAL BEACH BLVD, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A695628,*TINKER BERRY,CAT,CALICO,,Spayed,2015-04-08,8.0,2023-03-29,NORMAL,OWNER SURRENDER,FIELD,,2023-04-19,1400 BLK CORONADO,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A695649,*METZ 4,CAT,CALICO DIL,,Spayed,2023-03-26,0.0,2023-03-29,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-29,"1300 WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695652,*METZ 7,CAT,ORG TABBY,WHITE,Male,2023-03-26,0.0,2023-03-29,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-01,"1300 WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695658,*NICKEL,CAT,ORG TABBY,,Unknown,,,2023-03-29,WELFARE SEIZURES,STRAY,FIELD,,2023-03-30,"5400 PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A695744,*CECIL,DOG,RED,WHITE,Male,2014-03-30,9.0,2023-03-30,NORMAL,STRAY,OTC,,2023-04-12,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A695760,*CASPIAN 3,CAT,ORG TABBY,,Male,2023-03-02,0.0,2023-03-30,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-30,"1900 BLK CASPIAN AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A695769,*RUBY 2,CAT,BLACK,,Unknown,2023-03-29,0.0,2023-03-30,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-30,7700 E SPRING ST,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A695798,,CAT,BRN TABBY,,Male,2023-03-17,0.0,2023-03-31,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-31,1700 BLK PINE AVE LB CA 90813,LONG BEACH,TRANSFER,SBACC,Alive on Intake,FALSE,1
A695801,,CAT,BLACK,,Male,2023-03-17,0.0,2023-03-31,UNDER AGE/WEIGHT,STRAY,OTC,,2023-03-31,1700 BLK PINE AVE LB CA 90813,LONG BEACH,TRANSFER,SBACC,Alive on Intake,FALSE,1
A695836,DANTE,DOG,GRAY,WHITE,Neutered,2022-03-31,1.0,2023-03-31,NORMAL,STRAY,OTC,,2023-04-16,TERMINO & ANAHEIM CA LB CA 90804,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696005,CAMILA,DOG,BLACK,TAN,Female,2021-04-02,2.0,2023-04-02,BEHAVIOR  MILD,OWNER SURRENDER,OTC,JUMPS UP,2023-04-05,150 BLK E 55TH ST LB CA 90805,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696009,*NOOK,CAT,BLACK,WHITE,Female,2023-03-02,0.0,2023-04-02,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-11,2600 BLK EL PRESIDIO LB CA 90810,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696053,,CAT,BLACK,,Male,2023-04-01,0.0,2023-04-02,INJURED  SEVERE,STRAY,OTC,,2023-04-06,2400 BLK ELM AVE,LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A696081,JOHNNY,DOG,GRAY,WHITE,Neutered,2016-04-03,7.0,2023-04-03,I/I REPORT,STRAY,ABAN FIELD,,2023-08-16,"3400 BLK GOLDEN AVE, LB 90806",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A696091,*FREDERICK,DOG,FAWN,,Neutered,2020-04-04,3.0,2023-04-04,NORMAL,WELFARE SEIZED,ABAN FIELD,,2023-04-18,"1600 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,PUGNATION,Alive on Intake,FALSE,1
A696111,*TWIX,CAT,CALICO,,Female,2023-04-01,0.0,2023-04-04,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-05-20,"6000 BLK E WENTWORTH, LB 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696129,BISCUIT,DOG,CREAM,,Neutered,2022-04-05,1.0,2023-04-05,I/I REPORT,STRAY,OTC,,2023-04-13,4TH ST AND NEBRASKA LB CA 90802,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696148,,CAT,TAN,,Male,2023-04-01,0.0,2023-04-05,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-05,1800 BLK LOCUST AVE LB CA 90806,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696178,*NIGHT RUNNER,CAT,BLACK,WHITE,Spayed,2022-04-05,1.0,2023-04-05,FRACTIOUS,STRAY,OTC,,2023-06-28,800 BLK ALAMITOS LB CA 90813,LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A696181,*PERSIMMON,CAT,BLACK,WHITE,Female,2023-03-05,0.0,2023-04-05,FRACTIOUS,STRAY,OTC,,2023-05-24,800 BLK ALAMITOS LB CA 90813,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A696206,*PEANUT,CAT,ORANGE,WHITE,Unknown,2023-04-02,0.0,2023-04-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-05-31,"3800 BLK E BROADWAY, LB 90803",LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A696244,*THEODORE,CAT,ORG TABBY,,Male,,,2023-04-06,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-07,"100 BLK W. 14TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696259,*CRAYON,CAT,BLACK,,Neutered,2020-04-06,3.0,2023-04-06,ILL SEVERE,STRAY,FIELD,,2023-06-09,2200 BLK MYRTLE AVE,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696278,*ROLO,CAT,GRAY TABBY,WHITE,Female,2023-04-05,0.0,2023-04-06,I/I REPORT,STRAY,OTC,,2023-05-17,3000 BLK N SPRINGDALE DR LB CA 90810,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696297,*GWEN,DOG,CHOCOLATE,,Female,2010-04-07,13.0,2023-04-07,ILL MILD,STRAY,OTC,,2023-04-08,"5100 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,,Alive on Intake,FALSE,1
A696469,*MUNCHIN,CAT,GRAY TABBY,WHITE,Male,2023-03-16,0.0,2023-04-09,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-15,"6500 LONG BEACH BLVD, LB CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696476,*SKUNK,CAT,BLACK,WHITE,Neutered,2018-04-09,5.0,2023-04-09,INJURED  SEVERE,STRAY,FIELD,,2023-04-10,"1200 BLK TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A696479,ALICE,DOG,WHITE,,Spayed,2011-04-11,12.0,2023-04-09,INJURED  SEVERE,STRAY,FIELD,,2023-04-20,BELLFLOWER AND 405,LONG BEACH,RETURN TO OWNER,NOTICE,Alive on Intake,FALSE,1
A696495,*BASIL BEAR,DOG,BLACK,TAN,Neutered,2022-04-10,1.0,2023-04-10,INJURED  MILD,STRAY,FIELD,,2023-04-30,"3100 PINE AVE, ONG BACH CA. 90806",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A696500,,CAT,BLACK,,Male,2023-04-09,0.0,2023-04-05,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-10,5600 GARY AVE LB 90805,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696505,,OTHER,BROWN,,Male,2023-02-23,0.0,2023-04-10,INJURED  MILD,WILDLIFE,FIELD,,2023-04-10,"1000 BLK BRENNER PL, LB 90813",LONG BEACH,TRANSFER,LBAH,Alive on Intake,FALSE,1
A696532,*JAY,CAT,BRN TABBY,WHITE,Neutered,2021-04-11,2.0,2023-04-11,INJURED  SEVERE,STRAY,FIELD,,2023-09-15,"1900 BLK DAISY AVE, LB 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696549,*THUMBELINA,REPTILE,GREEN,,Female,2018-04-12,5.0,2023-04-12,NORMAL,WILDLIFE,OTC,,2023-04-17,3500TH BLK OF THOR AVE,LONG BEACH,RESCUE,SC REPTILE,Alive on Intake,FALSE,1
A696556,KING,DOG,BLACK,WHITE,Male,2022-04-12,1.0,2023-04-12,I/I REPORT,STRAY,OTC,,2023-04-13,3400 BLK NORWALK LB CA 90808,LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A696560,*AVERY,CAT,BLACK,WHITE,Female,2023-02-26,0.0,2023-04-12,NORMAL,STRAY,OTC,,2023-04-15,"3400 BLOCK GALE AVE, LONG BEACH CA",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696570,LOULOU,CAT,BLACK,,Spayed,2022-04-12,1.0,2023-04-12,ILL MILD,STRAY,OTC,,2023-04-16,"10TH/WALNUT, LB CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696644,*BOBA BABY 5,CAT,BLACK,,Unknown,2023-03-21,0.0,2023-03-21,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2023-04-18,7700 BLK E SPRING ST,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696646,*BOBA BABY 7,CAT,BLACK,,Unknown,2023-03-21,0.0,2023-03-21,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2023-04-18,7700 BLK E SPRING ST,LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A696658,,CAT,BLACK,WHITE,Female,2023-03-13,0.0,2023-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-13,LOCUST/EAGLE LB CA 90806,LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A696687,,CAT,BRN TABBY,,Unknown,2023-04-13,0.0,2023-04-13,I/I REPORT,STRAY,OTC,,2023-04-27,1100 E BLK 17TH ST LB 90813,LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A696721,*ANNA,CAT,BLACK,,Female,2023-03-31,0.0,2023-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-07,"2100 BLK GAYLORD ST, LB 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A696723,,CAT,CALICO,,Female,2023-03-31,0.0,2023-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-15,"2100 BLK GAYLORD ST, LB 90813",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A696745,*ROSIE,DOG,BLACK,GRAY,Female,2022-12-14,0.0,2023-04-14,NORMAL,STRAY,OTC,,2023-04-20,2000 BLK BEVERLY LB CA 90815,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696750,WILLIE,CAT,CREAM,WHITE,Neutered,2023-03-22,0.0,2023-04-14,ILL MILD,STRAY,FIELD,,2023-05-13,"4200 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696784,*LUIGI,CAT,BLACK,WHITE,Male,2023-03-14,0.0,2023-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2023-08-02,700 BLK MAIN AVE LB CA 90813,LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A696807,*VIOLA,CAT,BRN TABBY,,Spayed,2021-12-28,1.0,2023-04-14,ILL MODERATETE,STRAY,FIELD,,2023-07-08,"600 BLK W PACIFIC COAST HWY, LONG BEACH CA, 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A696811,*MOCHA,DOG,BROWN,,Spayed,2017-04-15,6.0,2023-04-15,I/I REPORT,STRAY,ABAN SHLTR,,2023-05-11,7700 E SPRING ST,LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
